Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Graph Neural Networks for Decentralized Multi-Robot Path Planning,Q. Li; F. Gama; A. Ribeiro; A. Prorok,"Department of Computer Science and Technology, University of Cambridge, Cambridge, United Kingdom; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, USA; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, USA; Department of Computer Science and Technology, University of Cambridge, Cambridge, United Kingdom",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,11785,11792,"Effective communication is key to successful, decentralized, multi-robot path planning. Yet, it is far from obvious what information is crucial to the task at hand, and how and when it must be shared among robots. To side-step these issues and move beyond hand-crafted heuristics, we propose a combined model that automatically synthesizes local communication and decision-making policies for robots navigating in constrained workspaces. Our architecture is composed of a convolutional neural network (CNN) that extracts adequate features from local observations, and a graph neural network (GNN) that communicates these features among robots. We train the model to imitate an expert algorithm, and use the resulting model online in decentralized planning involving only local communication and local observations. We evaluate our method in simulations by navigating teams of robots to their destinations in 2D cluttered workspaces. We measure the success rates and sum of costs over the planned paths. The results show a performance close to that of our expert algorithm, demonstrating the validity of our approach. In particular, we show our model's capability to generalize to previously unseen cases (involving larger environments and larger robot teams).",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341668,Engineering and Physical Sciences Research Council; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341668,,Navigation;Feature extraction;Path planning;Graph neural networks;Convolutional neural networks;Collision avoidance;Robots,control engineering computing;convolutional neural nets;decision making;feature extraction;graph theory;mobile robots;multi-robot systems;path planning,graph neural network;decentralized planning;local observations;robot teams;decentralized multirobot path planning;hand-crafted heuristics;decision-making policies;convolutional neural network;GNN;feature extraction,,73,,31,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Minimum k-Connectivity Maintenance for Robust Multi-Robot Systems,W. Luo; K. Sycara,"Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,7370,7377,"In many multi-robot applications, it is critical to maintain connectivity within the robotic team to allow for information exchange and coordination. While most of the existing works focus on connectivity control that ensures robotic team remain connected as one component without faults, we consider the problem of robust connectivity maintenance that seeks to maintain k-connectivity, such that the multi-robot network could stay connected with the removal of fewer than k robots. In this paper, we propose provably minimum k-connectivity maintenance algorithms for multi-robot systems. This ensures the robustness of the multi-robot network connectivity at all time and also in a flexible and optimal way to provide the highest freedom for robots task-related controllers. Particularly, we propose a k-Connected Minimum Constraints Subgraph (k-CMCS) algorithm that activates the minimum k-connectivity constraints to the original controllers, and then revise the original controllers in a minimally invasive fashion. We demonstrate the effectiveness of our approach via simulations of up to 40 robots in the presence of multiple behaviors.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8968058,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968058,,,fault diagnosis;graph theory;multi-robot systems,robust multirobot systems;connectivity control;robust connectivity maintenance;multirobot network connectivity;robots task-related controllers;minimum k-connectivity constraints;k-connected minimum constraints subgraph;k-CMCS;provably minimum k-connectivity maintenance,,21,,31,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Coverage Control for Multi-Robot Teams with Heterogeneous Sensing Capabilities Using Limited Communications,M. Santos; M. Egerstedt,"School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, Georgia, USA",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,5313,5319,"This paper presents a coverage algorithm for multi-robot systems where the robots are equipped with qualitatively different sensing modalities. Unlike previous approaches to the problem of coverage for teams with heterogeneous sensing capabilities, in this paper the robots have access to information about their neighbors' specific sensor modalities. This knowledge affords the ability of ensuring that no robot is tasked with covering features in a region without the required sensing modalities. With this information, a robot can determine which of its neighbors it should coordinate with to cover the environmental features in a region while ignoring robots that are not equipped with that particular sensory capability. We derive a distributed control algorithm that allows the robots to move in a direction of descent relative to a novel locational cost, in order to minimize it. The performance of the algorithm is evaluated on a real robotic platform.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8594056,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594056,,Robot sensing systems;Robot kinematics;Monitoring;Temperature sensors;Density functional theory,distributed control;mobile robots;multi-robot systems,multirobot teams;heterogeneous sensing capabilities;coverage algorithm;multirobot systems;qualitatively different sensing modalities;required sensing modalities;particular sensory capability;distributed control algorithm;robotic platform,,19,,18,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
DeepMNavigate: Deep Reinforced Multi-Robot Navigation Unifying Local & Global Collision Avoidance,Q. Tan; T. Fan; J. Pan; D. Manocha,"Department of Computer Science and Electrical & Computer Engineering, University of Maryland at College Park; Department of Computer Science, University of Hong Kong; Department of Computer Science, University of Hong Kong; Department of Computer Science and Electrical & Computer Engineering, University of Maryland at College Park",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,6952,6959,"We present a novel algorithm (DeepMNavigate) for global multi-agent navigation in dense scenarios using deep reinforcement learning (DRL). Our approach uses local and global information for each robot from motion information maps. We use a three-layer CNN that takes these maps as input to generate a suitable action to drive each robot to its goal position. Our approach is general, learns an optimal policy using a multi-scenario, multi-state training algorithm, and can directly handle raw sensor measurements for local observations. We demonstrate the performance on dense, complex benchmarks with narrow passages and environments with tens of agents. We highlight the algorithm’s benefits over prior learning methods and geometric decentralized algorithms in complex scenarios.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341805,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341805,,Training;Learning systems;Navigation;Reinforcement learning;Robot sensing systems;Collision avoidance;Intelligent robots,collision avoidance;convolutional neural nets;deep learning (artificial intelligence);mobile robots;motion control;multi-agent systems;multi-robot systems,global multiagent navigation;dense scenarios;deep reinforcement learning;local information;global information;motion information maps;three-layer CNN;goal position;optimal policy;multistate training algorithm;raw sensor measurements;local observations;dense benchmarks;complex benchmarks;local collision avoidance;global collision avoidance;deep reinforced multirobot navigation;multiscenario algorithm;DeepMNavigate algorithm;DRL,,13,,42,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Multi-Robot Virtual Structure Switching and Formation Changing Strategy in an Unknown Occluded Environment,D. Roy; A. Chowdhury; M. Maitra; S. Bhattacharya,"TCS Research and Innovation, Tata Consultancy Services Limited, Kolkata, India; TCS Research and Innovation, Tata Consultancy Services Limited, Kolkata, India; Department of Electrical Engineering, Jadavpur University, Kolkata, India; Department of Electrical Engineering, Jadavpur University, Kolkata, India",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,4854,4861,"This paper presents a switching strategy of a region-based shape controller for a swarm-robotic framework to overcome the traditional obstacle-avoidance problem in the virtual structure methodology. In this control approach, initially, the robots move as a group inside a circular region which we conceive to be the initial virtual structure, while preserving a specific pattern, say a triangular formation, among them. In order to avoid static/dynamic obstacles, while approaching towards the target without any prior knowledge about the environment, the virtual-circle is allowed to shrink up to a certain limit. The shrinking phenomena of the virtual circle will depend upon the number of agents within the circle and the distance between two the nearest obstacles sensed by the agents through which the swarm should be able to pass. If the situation demands, the structure may assume the shape of an ellipse of equivalent area continually throughout the path described by the swarm encapsulated within the variable structure. To achieve this, two-layer hierarchical control strategy has been proposed. Moreover, if the shape of the virtual structure changes, the formation of the swarm inside the region may also change. To make the inter-agent formation flexible inside the newly formed virtual structure, a spanning-tree-assisted-shape-matching algorithm has been employed for accommodating all the agents inside the virtual region which helps in the formation change in the agents as well. Finally, simulation results and stability analysis of the controllers are provided to demonstrate our proposed technique.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8594438,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594438,,Shape;Robots;Switches;Convergence;Simulation;Stability analysis,collision avoidance;hierarchical systems;multi-robot systems;stability;switching systems (control);trees (mathematics),multirobot virtual structure switching;formation changing strategy;region-based shape controller;swarm-robotic framework;traditional obstacle-avoidance problem;virtual structure methodology;triangular formation;shrinking phenomena;variable structure;two-layer hierarchical control strategy;inter-agent formation;spanning-tree-assisted-shape-matching algorithm;stability analysis,,12,,31,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
Learning Safe Unlabeled Multi-Robot Planning with Motion Constraints,A. Khan; C. Zhang; S. Li; J. Wu; B. Schlotfeldt; S. Y. Tang; A. Ribeiro; O. Bastani; V. Kumar,"GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA; Nuro, Palo Alto, CA, USA; GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA; GRASP Lab, University of Pennsylvania, USA",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,7558,7565,"In this paper, we present a learning approach to goal assignment and trajectory planning for unlabeled robots operating in 2D, obstacle-filled workspaces. More specifically, we tackle the unlabeled multi-robot motion planning problem with motion constraints as a multi-agent reinforcement learning problem with some sparse global reward. In contrast with previous works, which formulate an entirely new hand-crafted optimization cost or trajectory generation algorithm for a different robot dynamic model, our framework is a general approach that is applicable to arbitrary robot models. Further, by using the velocity obstacle, we devise a smooth projection that guarantees collision free trajectories for all robots with respect to their neighbors and obstacles. The efficacy of our algorithm is demonstrated through varied simulations. A video describing our method and results can be found here.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8968483,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968483,,,collision avoidance;learning (artificial intelligence);mobile robots;multi-agent systems;multi-robot systems;optimisation;robot dynamics,multirobot planning;motion constraints;goal assignment;trajectory planning;unlabeled robots;obstacle-filled workspaces;unlabeled multirobot motion planning problem;multiagent reinforcement learning problem;sparse global reward;entirely new hand-crafted optimization cost;robot dynamic model;arbitrary robot models;velocity obstacle;collision free trajectories,,11,,27,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Optimal Temporal Logic Planning for Multi-Robot Systems in Uncertain Semantic Maps,Y. Kantaros; G. J. Pappas,"Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, PA, USA; Department of Electrical and Systems Engineering, University of Pennsylvania, Philadelphia, PA, USA",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,4127,4132,"This paper addresses a multi-robot motion planning problem in probabilistic maps obtained by semantic simultaneous localization and mapping (SLAM). The goal of the robots is to accomplish complex collaborative high level tasks captured by global temporal logic specifications in the presence of uncertainty in the workspace. Specifically, the robots operate in an unknown environment modeled as a semantic map determined by Gaussian distributions over landmark positions and arbitrary discrete distributions over landmark classes. We extend Linear Temporal Logic by including information-based predicates allowing us to incorporate uncertainty and probabilistic satisfaction requirements directly into the task specification. We propose a new highly scalable sampling-based approach that synthesizes paths that satisfy the assigned task specification while minimizing a user-specified motion cost function. Finally, we show that the proposed algorithm is probabilistically complete, asymptotically optimal and supported by convergence rate bounds. We provide extensive simulation results that corroborate the theoretical analysis and show that the proposed algorithm can address large-scale planning tasks.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8968547,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968547,,,Gaussian distribution;multi-robot systems;path planning;probability;robot vision;sampling methods;SLAM (robots);temporal logic,Linear Temporal Logic;task specification;optimal temporal logic planning;multirobot systems;uncertain semantic maps;multirobot motion planning problem;probabilistic maps;semantic simultaneous localization and mapping;global temporal logic specifications;Gaussian distributions;information-based predicates,,10,,19,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Adaptive Informative Sampling with Environment Partitioning for Heterogeneous Multi-Robot Systems,Y. Shi; N. Wang; J. Zheng; Y. Zhang; S. Yi; W. Luo; K. Sycara,"Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,11718,11723,"Multi-robot systems are widely used in environmental exploration and modeling, especially in hazardous environments. However, different types of robots are limited by different mobility, battery life, sensor type, etc. Heterogeneous robot systems are able to utilize various types of robots and provide solutions where robots are able to compensate each other with their different capabilities. In this paper, we consider the problem of sampling and modeling environmental characteristics with a heterogeneous team of robots. To utilize heterogeneity of the system while remaining computationally tractable, we propose an environmental partitioning approach that leverages various robot capabilities by forming a uniformly defined heterogeneity cost space. We combine with the mixture of Gaussian Processes model-learning framework to adaptively sample and model the environment in an efficient and scalable manner. We demonstrate our algorithm in field experiments with ground and aerial vehicles.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341711,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341711,,Adaptation models;Computational modeling;Predictive models;Robot sensing systems;Partitioning algorithms;Multi-robot systems;Robots,Gaussian processes;learning (artificial intelligence);mobile robots;multi-robot systems;sampling methods,adaptive informative sampling;environment partitioning;heterogeneous multirobot systems;environmental exploration;hazardous environments;sensor type;modeling environmental characteristics;heterogeneous team;environmental partitioning approach;robot capabilities;uniformly defined heterogeneity cost space;Gaussian Processes model-learning framework,,10,,20,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
With Whom to Communicate: Learning Efficient Communication for Multi-Robot Collision Avoidance,Á. Serra-Gómez; B. Brito; H. Zhu; J. J. Chung; J. Alonso-Mora,"Department of Cognitive Robotics, Delft University of Technology; Department of Cognitive Robotics, Delft University of Technology; Department of Cognitive Robotics, Delft University of Technology; Autonomous Systems Lab, ETH Zurich; Department of Cognitive Robotics, Delft University of Technology",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,11770,11776,"Decentralized multi-robot systems typically perform coordinated motion planning by constantly broadcasting their intentions as a means to cope with the lack of a central system coordinating the efforts of all robots. Especially in complex dynamic environments, the coordination boost allowed by communication is critical to avoid collisions between cooperating robots. However, the risk of collision between a pair of robots fluctuates through their motion and communication is not always needed. Additionally, constant communication makes much of the still valuable information shared in previous time steps redundant. This paper presents an efficient communication method that solves the problem of ""when"" and with ""whom"" to communicate in multi-robot collision avoidance scenarios. In this approach, every robot learns to reason about other robots' states and considers the risk of future collisions before asking for the trajectory plans of other robots. We evaluate and verify the proposed communication strategy in simulation with four quadrotors and compare it with three baseline strategies: non-communicating, broadcasting and a distance-based method broadcasting information with quadrotors within a predefined distance.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341762,Office of Naval Research; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341762,,Robot kinematics;Simulation;Broadcasting;Trajectory;Collision avoidance;Task analysis;Robots,collision avoidance;learning (artificial intelligence);mobile robots;multi-robot systems,learning efficient communication;decentralized multirobot systems;coordinated motion planning;central system;complex dynamic environments;coordination boost;constant communication;multirobot collision avoidance scenarios;trajectory plans;broadcasting;four quadrotors,,9,,30,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Multi-Robot Coverage and Exploration using Spatial Graph Neural Networks,E. Tolstaya; J. Paulos; V. Kumar; A. Ribeiro,"Dept. of Electrical and Systems Eng., University of Pennsylvania, USA; Dept. of Mechanical Eng. and Applied Mechanics, University of Pennsylvania, USA; Dept. of Electrical and Systems Eng., University of Pennsylvania, USA; Dept. of Electrical and Systems Eng., University of Pennsylvania, USA",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,8944,8950,"The multi-robot coverage problem is an essential building block for systems that perform tasks like inspection, exploration, or search and rescue. We discretize the coverage problem to induce a spatial graph of locations and represent robots as nodes in the graph. Then, we train a Graph Neural Network controller that leverages the spatial equivariance of the task to imitate an expert open-loop routing solution. This approach generalizes well to much larger maps and larger teams that are intractable for the expert. In particular, the model generalizes effectively to a simulation of ten quadrotors and dozens of buildings in an urban setting. We also demonstrate the GNN controller can surpass planning-based approaches in an exploration task.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636675,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636675,,Buildings;Inspection;Search problems;Routing;Graph neural networks;Task analysis;Intelligent robots,graph theory;mobile robots;multi-robot systems;neurocontrollers;path planning,multirobot coverage problem;essential building block;spatial equivariance;expert open-loop routing solution;larger maps;larger teams;quadrotors;exploration task;spatial graph neural networks;graph neural network controller,,9,,27,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
